system,country,origin,status,url,class
(Unknown) vehicle,Russia,Russia,destroyed,https://i.postimg.cc/6p16np14/480.png,"Trucks, Vehicles, and Jeeps"
(Unknown) vehicle,Russia,Russia,destroyed,https://i.postimg.cc/L5WpLtHC/370.png,"Trucks, Vehicles, and Jeeps"
(Unknown) vehicle,Russia,Russia,captured,https://i.postimg.cc/WbLxNxYp/f1.jpg,"Trucks, Vehicles, and Jeeps"
(Unknown) vehicle,Russia,Russia,destroyed,https://i.postimg.cc/v8Jyk5sf/4k.png,"Trucks, Vehicles, and Jeeps"
(Unknown) vehicle,Russia,Russia,destroyed,https://i.postimg.cc/cLy31D99/557.png,"Trucks, Vehicles, and Jeeps"
100mm MT-12 anti-tank gun,Ukraine,Soviet Union,captured,https://i.postimg.cc/kX1Fgtzm/542f.png,Towed Artillery
100mm MT-12 anti-tank gun,Ukraine,Soviet Union,captured,https://i.postimg.cc/rwkdKVj0/g5d.png,Towed Artillery
100mm MT-12 anti-tank gun,Ukraine,Soviet Union,abandoned,https://i.postimg.cc/MGrVpjLq/n2.png,Towed Artillery
120mm 2B11/2S12,Russia,Soviet Union,captured,https://i.postimg.cc/Xv95D8vY/579.png,Heavy Mortars
120mm 2B11/2S12,Russia,Soviet Union,captured,https://i.postimg.cc/SNc6Bh3F/524.png,Heavy Mortars
120mm 2B11/2S12,Russia,Soviet Union,captured,https://i.postimg.cc/SKhJwYXP/4703.png,Heavy Mortars
120mm 2B11/2S12,Russia,Soviet Union,captured,https://i.postimg.cc/mrwKqRw8/Screenshot-8952.png,Heavy Mortars
120mm 2B11/2S12A,Russia,Russia,captured,https://i.postimg.cc/x11CC0NR/550.png,Heavy Mortars
120mm 2B16 Nona-K howitzer,Russia,Soviet Union,captured,https://i.postimg.cc/wx2TJysb/4f2.jpg ,Towed Artillery
120mm 2S9 Nona,Russia,Soviet Union,destroyed,https://i.postimg.cc/TPknCLcF/55433.jpg ,Self-Propelled Artillery
120mm 2S9 Nona,Russia,Soviet Union,abandoned,https://i.postimg.cc/KcgFMz7v/543.png,Self-Propelled Artillery
120mm 2S9 Nona,Russia,Soviet Union,captured,https://i.postimg.cc/bwPz8VWX/6522.jpg,Self-Propelled Artillery
120mm 2S9 Nona,Russia,Soviet Union,captured,https://i.postimg.cc/hvz00pQc/432u.png,Self-Propelled Artillery
120mm 2S9 Nona,Russia,Soviet Union,captured,https://i.postimg.cc/Nfx4tqpS/5580.png,Self-Propelled Artillery
122mm 2B17 Tornado-G,Russia,Russia,destroyed,https://i.postimg.cc/fbsfnMYf/bb3.jpg,Multiple Rocket Launchers
122mm 2S1 Gvozdika,Ukraine,Soviet Union,captured,https://i.postimg.cc/v80csqYp/f67.png,Self-Propelled Artillery
122mm 2S1 Gvozdika,Ukraine,Soviet Union,abandoned,https://i.postimg.cc/MKTfGGmK/334.png,Self-Propelled Artillery
122mm 2S1 Gvozdika,Ukraine,Soviet Union,captured,https://i.postimg.cc/x1nDQ4cP/Screenshot-8055.png,Self-Propelled Artillery
122mm 2S1 Gvozdika,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/43cbmftq/4466.png,Self-Propelled Artillery
122mm 2S1 Gvozdika,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/kG6swKK7/760.png,Self-Propelled Artillery
122mm 2S1 Gvozdika,Russia,Soviet Union,captured,https://i.postimg.cc/mrc8qtCb/3368.png,Self-Propelled Artillery
122mm 2S1 Gvozdika,Ukraine,Soviet Union,captured,https://postimg.cc/dh3pzgQm,Self-Propelled Artillery
122mm 2S1 Gvozdika,Russia,Soviet Union,destroyed,https://i.postimg.cc/TwswzQQW/f69.png,Self-Propelled Artillery
122mm 2S1 Gvozdika,Russia,Soviet Union,abandoned,https://i.postimg.cc/qBYJLRq1/63.png ,Self-Propelled Artillery
122mm 2S1 Gvozdika,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/GhrFyfCw/4fhj.png,Self-Propelled Artillery
122mm 2S1 Gvozdika,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/R0r6NcvQ/5577.png,Self-Propelled Artillery
122mm BM-21 'Grad',Russia,Soviet Union,destroyed,https://i.postimg.cc/8c0jfFn1/b6.png,Multiple Rocket Launchers
122mm BM-21 'Grad',Russia,Soviet Union,abandoned,https://i.postimg.cc/1t68G6Ls/Screenshot-8400.png,Multiple Rocket Launchers
122mm BM-21 'Grad',Russia,Soviet Union,destroyed,https://i.postimg.cc/B65zvHbK/b6.png,Multiple Rocket Launchers
122mm BM-21 'Grad',Russia,Soviet Union,captured,https://i.postimg.cc/Pf9Tm660/b7.png,Multiple Rocket Launchers
122mm BM-21 'Grad',Russia,Soviet Union,destroyed,https://i.postimg.cc/x16gjzR1/442.png,Multiple Rocket Launchers
122mm BM-21 'Grad',Russia,Soviet Union,captured,https://i.postimg.cc/BvrV7rWP/v66.png,Multiple Rocket Launchers
122mm BM-21 'Grad',Russia,Soviet Union,destroyed,https://i.postimg.cc/D0J34rK1/v554.png,Multiple Rocket Launchers
122mm BM-21 'Grad',Russia,Soviet Union,destroyed,https://i.postimg.cc/L6z7w58H/331.png,Multiple Rocket Launchers
122mm BM-21 'Grad',Russia,Soviet Union,captured,https://i.postimg.cc/Dz8rx8Cw/54220.jpg,Multiple Rocket Launchers
122mm BM-21 'Grad',Russia,Soviet Union,captured,https://i.postimg.cc/xCF0twG5/b6.png,Multiple Rocket Launchers
122mm BM-21 'Grad',Russia,Soviet Union,abandoned,https://i.postimg.cc/T3WhvbLL/v54.png,Multiple Rocket Launchers
122mm BM-21 'Grad',Russia,Soviet Union,captured,https://i.postimg.cc/DZ0Q5pHc/6652.png,Multiple Rocket Launchers
122mm BM-21 'Grad',Russia,Soviet Union,damaged,https://i.postimg.cc/s2wR9DPH/768.png,Multiple Rocket Launchers
122mm D-30 howitzer,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/8cPPbrHy/3dg.jpg,Towed Artillery
122mm D-30 howitzer 2A18,Russia,Soviet Union,abandoned,https://i.postimg.cc/Fs5rrPFD/g66.png,Towed Artillery
122mm D-30 howitzer 2A18,Russia,Soviet Union,abandoned,https://i.postimg.cc/DwP0wn1y/Screenshot-8485.png,Towed Artillery
122mm D-30 howitzer 2A18,Russia,Soviet Union,captured,https://postimg.cc/hzvFw3c2,Towed Artillery
122mm D-30 howitzer 2A18,Russia,Soviet Union,destroyed,https://i.postimg.cc/3wSr3YWv/g66.png,Towed Artillery
122mm D-30 howitzer 2A18,Russia,Soviet Union,captured,https://i.postimg.cc/DzQV61cq/dbb.png,Towed Artillery
122mm D-30 howitzer 2A18,Russia,Soviet Union,abandoned,https://i.postimg.cc/zXqyhypY/Screenshot-8404.png,Towed Artillery
152mm 2A36 Giatsint-B field-gun,Ukraine,Soviet Union,abandoned,https://i.postimg.cc/65WyTWGL/g43g.png,Towed Artillery
152mm 2A65 Msta-B howitzer,Ukraine,Soviet Union,abandoned,https://i.postimg.cc/zfBM7CWN/Screenshot-8227.png,Towed Artillery
152mm 2A65 Msta-B howitzer,Russia,Soviet Union,destroyed,https://i.postimg.cc/2Sv4t0Pb/b90.png,Towed Artillery
152mm 2A65 Msta-B howitzer,Russia,Soviet Union,abandoned,https://i.postimg.cc/13CTS2R9/431f.png,Towed Artillery
152mm 2A65 Msta-B howitzer,Russia,Soviet Union,captured,https://postimg.cc/q6CYJkkd,Towed Artillery
152mm 2A65 Msta-B howitzer,Russia,Soviet Union,destroyed,https://i.postimg.cc/05cN22jz/Screenshot-8075.png,Towed Artillery
152mm 2A65 Msta-B howitzer,Russia,Soviet Union,destroyed,https://i.postimg.cc/prGV0k4f/Screenshot-8069.png,Towed Artillery
152mm 2A65 Msta-B howitzer,Ukraine,Soviet Union,abandoned,https://i.postimg.cc/gj9TG17c/Screenshot-8228.png,Towed Artillery
152mm 2A65 Msta-B howitzer,Russia,Soviet Union,damaged,https://i.postimg.cc/yYx8J43v/Screenshot-8073.png,Towed Artillery
152mm 2S19 Msta-S,Russia,Soviet Union,destroyed,https://i.postimg.cc/B6jLTstv/318.png,Self-Propelled Artillery
152mm 2S19 Msta-S,Russia,Soviet Union,destroyed,https://i.postimg.cc/43R30CTS/350.png,Self-Propelled Artillery
152mm 2S19 Msta-S,Russia,Soviet Union,captured,https://i.postimg.cc/MK00cndM/k8.png,Self-Propelled Artillery
152mm 2S19 Msta-S,Russia,Soviet Union,abandoned,https://i.postimg.cc/Nf5WZ40V/32da.png,Self-Propelled Artillery
152mm 2S19 Msta-S,Russia,Soviet Union,destroyed,https://i.postimg.cc/pXqsWfDd/f68.png,Self-Propelled Artillery
152mm 2S19 Msta-S,Russia,Soviet Union,abandoned,https://i.postimg.cc/VkNQR04y/2r.jpg,Self-Propelled Artillery
152mm 2S19 Msta-S,Russia,Soviet Union,abandoned,https://i.postimg.cc/Y08W5pnP/557723.png,Self-Propelled Artillery
152mm 2S19 Msta-S,Russia,Soviet Union,captured,https://i.postimg.cc/x8ZVc6HH/887.png,Self-Propelled Artillery
152mm 2S19 Msta-S,Russia,Soviet Union,captured,https://i.postimg.cc/RhPSKmCZ/421.png,Self-Propelled Artillery
152mm 2S19 Msta-S,Russia,Soviet Union,abandoned,https://i.postimg.cc/NFFhC8rz/3350.jpg,Self-Propelled Artillery
152mm 2S19 Msta-S,Russia,Soviet Union,captured,https://i.postimg.cc/2Sk1L977/66534.jpg,Self-Propelled Artillery
152mm 2S19 Msta-S,Russia,Soviet Union,abandoned,https://i.postimg.cc/VvcXHJpv/d27.png,Self-Propelled Artillery
152mm 2S19 Msta-S,Russia,Soviet Union,abandoned,https://i.postimg.cc/SKkpzp7Z/aa2.jpg,Self-Propelled Artillery
152mm 2S19 Msta-S,Russia,Soviet Union,abandoned,https://i.postimg.cc/YqhYV3pF/764.png,Self-Propelled Artillery
152mm 2S19 Msta-S,Russia,Soviet Union,abandoned,https://i.postimg.cc/LsDFt0xm/aa3.jpg,Self-Propelled Artillery
152mm 2S19 Msta-S,Russia,Soviet Union,abandoned,https://i.postimg.cc/3NSNyzNR/ff3.jpg,Self-Propelled Artillery
152mm 2S3 Akatsiya,Russia,Soviet Union,abandoned,https://i.postimg.cc/XqKGyZDp/Screenshot-8354.png,Self-Propelled Artillery
152mm 2S3 Akatsiya,Russia,Soviet Union,captured,https://i.postimg.cc/BQMW1NcT/g3d.png,Self-Propelled Artillery
152mm 2S3 Akatsiya,Russia,Soviet Union,destroyed,https://i.postimg.cc/1RnbffKV/328.png,Self-Propelled Artillery
152mm 2S3 Akatsiya,Russia,Soviet Union,abandoned,https://i.postimg.cc/zD2FmSBx/j76.png,Self-Propelled Artillery
152mm 2S3 Akatsiya,Russia,Soviet Union,destroyed,https://i.postimg.cc/sxhcr26w/668.png,Self-Propelled Artillery
1L22 'Parol',Ukraine,Soviet Union,damaged,https://postimg.cc/9Dcvz02c,Radars
1L22 'Parol',Ukraine,Soviet Union,destroyed,https://i.postimg.cc/SRjk0C96/6659.png,Radars
1V119 artillery battalion fire direction vehicle,Russia,Soviet Union,captured,https://i.postimg.cc/J7kqnFJ0/ff2v.jpg ,Armoured Fighting Vehicles
1V119 artillery battalion fire direction vehicle,Russia,Soviet Union,destroyed,https://i.postimg.cc/xT3kGN3J/f48.png,Armoured Fighting Vehicles
1V119 artillery battalion fire direction vehicle,Russia,Soviet Union,captured,https://i.postimg.cc/tgYSCmW7/g76.png,Armoured Fighting Vehicles
1V13 battery fire control center,Russia,Soviet Union,captured,https://i.postimg.cc/MG0ThV5C/335.png,Armoured Fighting Vehicles
1V13 battery fire control center,Russia,Soviet Union,abandoned,https://i.postimg.cc/CxMBs7WF/436.png,Armoured Fighting Vehicles
1V18 'Klyon-1' artillery command and forward observer vehicle,Ukraine,Soviet Union,captured,https://i.postimg.cc/15Tv1zdz/c24.png,Armoured Fighting Vehicles
220mm BM-27 'Uragan',Russia,Soviet Union,destroyed,https://i.postimg.cc/Lsr4xKW8/d43.png,Multiple Rocket Launchers
220mm BM-27 'Uragan',Russia,Soviet Union,abandoned,https://i.postimg.cc/XJB5Rt2B/4ffh.png,Multiple Rocket Launchers
220mm BM-27 'Uragan',Ukraine,Soviet Union,captured,https://i.postimg.cc/0yh6X2cL/346.png,Multiple Rocket Launchers
220mm BM-27 'Uragan',Ukraine,Soviet Union,captured,https://i.postimg.cc/MpZxknr7/437.png,Multiple Rocket Launchers
220mm TOS-1A,Russia,Russia,captured,https://i.postimg.cc/8kFRhmxQ/872.png ,Multiple Rocket Launchers
23mm ZU-23,Ukraine,Soviet Union,captured,https://i.postimg.cc/2SDv44Hd/nm8.png,Anti-Aircraft Guns
23mm ZU-23,Russia,Soviet Union,captured,https://i.postimg.cc/t4z6JH5f/3d14.png,Anti-Aircraft Guns
23mm ZU-23,Russia,Soviet Union,captured,https://i.postimg.cc/rwZrBrTp/4fh.png,Anti-Aircraft Guns
2K22M1 Tunguska,Russia,Russia,abandoned,https://i.postimg.cc/BZ7r1kkf/3d2.png,Self-Propelled Anti-Aircraft Guns
2K22M1 Tunguska,Russia,Russia,abandoned,https://i.postimg.cc/htLpLCsr/gw.png,Self-Propelled Anti-Aircraft Guns
2K22M1 Tunguska,Russia,Russia,abandoned,https://i.postimg.cc/6pD3WrQj/gy67.png,Self-Propelled Anti-Aircraft Guns
2K22M1 Tunguska,Russia,Russia,damaged,https://i.postimg.cc/9MqLyHJZ/764.png,Self-Propelled Anti-Aircraft Guns
2K22M1 Tunguska,Russia,Russia,abandoned,https://i.postimg.cc/Qt3jK6LJ/66577.png,Self-Propelled Anti-Aircraft Guns
2S1 with ZU-23 AA gun,Russia,Soviet Union,captured,https://i.postimg.cc/Yq5q4HcW/88kj.png ,Armoured Fighting Vehicles
5P85D (launcher for S-300PS),Ukraine,Soviet Union,destroyed,https://i.postimg.cc/50rg9crH/4488.png,Surface-To-Air Missile Systems
5P85S (launcher for S-300PS),Ukraine,Soviet Union,destroyed,https://i.postimg.cc/5NDD40Fy/39.png,Surface-To-Air Missile Systems
9A310M1 TELAR (for Buk-M1-2),Russia,Russia,damaged,https://i.postimg.cc/DZXDG2k3/779.png,Surface-To-Air Missile Systems
9A310M1 TELAR (for Buk-M1-2),Russia,Russia,destroyed,https://i.postimg.cc/7LmZpjbQ/3k.png,Surface-To-Air Missile Systems
9A310M2 TELAR (for Buk-M2),Russia,Russia,destroyed,https://i.postimg.cc/44FRHhP5/456.png,Surface-To-Air Missile Systems
9A310M2 TELAR (for Buk-M2),Russia,Russia,destroyed,https://i.postimg.cc/Ssmvwcc0/4378.png,Surface-To-Air Missile Systems
9A310M2 TELAR (for Buk-M2),Russia,Russia,destroyed,https://i.postimg.cc/J0Rvd5GM/7688.png,Surface-To-Air Missile Systems
9A330 Tor TLAR (for 9K330 Tor-M),Russia,Soviet Union,captured,https://i.postimg.cc/kg4xSgBn/470.png,Surface-To-Air Missile Systems
9A330 Tor TLAR (for 9K330 Tor-M),Russia,Soviet Union,captured,https://i.postimg.cc/tCmsLt4j/4f.png,Surface-To-Air Missile Systems
9A330 Tor TLAR (for 9K330 Tor-M),Russia,Soviet Union,abandoned,https://i.postimg.cc/8PS5zQYB/4310.png,Surface-To-Air Missile Systems
9A331 TLAR (for 9K331 Tor-M1),Russia,Russia,captured,https://i.postimg.cc/brZ2rDJN/3561.png,Surface-To-Air Missile Systems
9A331 TLAR (for 9K331 Tor-M1),Russia,Russia,abandoned,https://i.postimg.cc/6pfMfZYj/f430.jpg,Surface-To-Air Missile Systems
9A331M TLAR (for 9K332 Tor-M2),Russia,Russia,destroyed,https://i.postimg.cc/5tS4wn32/578.png,Surface-To-Air Missile Systems
9A331M TLAR (for 9K332 Tor-M2),Russia,Russia,captured,https://i.postimg.cc/KzsFBDcQ/f3.png,Surface-To-Air Missile Systems
9A39M1 TEL (for Buk-M1-2),Russia,Russia,destroyed,https://i.postimg.cc/T1P7tLF4/3k.png,Surface-To-Air Missile Systems
9A39M2 TEL (for Buk-M2),Russia,Russia,destroyed,https://i.postimg.cc/J0Rvd5GM/7688.png,Surface-To-Air Missile Systems
9K310 Igla-1,Ukraine,Soviet Union,captured,https://i.postimg.cc/4xhpF2Yg/5549.png,Man-Portable Air Defense Systems
9K310 Igla-1,Ukraine,Soviet Union,captured,https://i.postimg.cc/MKdRbP30/f24.png,Man-Portable Air Defense Systems
9K310 Igla-1,Ukraine,Soviet Union,captured,https://i.postimg.cc/WbYS8JPd/2gh.png,Man-Portable Air Defense Systems
9K310 Igla-1,Ukraine,Soviet Union,captured,https://postlmg.cc/PNLkmdpw,Man-Portable Air Defense Systems
9K33 Osa,Russia,Soviet Union,captured,https://i.postimg.cc/ncXNZ3Yr/zx3.png,"Trucks, Vehicles, and Jeeps"
9K33 Osa,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/bNHKQS1X/d12.png,"Trucks, Vehicles, and Jeeps"
9K33 Osa,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/d1Xpqq9t/6899.png,"Trucks, Vehicles, and Jeeps"
9K33 Osa,Russia,Soviet Union,destroyed,https://i.postimg.cc/xChnM7jX/n2.png ,"Trucks, Vehicles, and Jeeps"
9K33 Osa,Russia,Soviet Union,abandoned,https://i.postimg.cc/3RKjWRVn/6657.png,"Trucks, Vehicles, and Jeeps"
9K33 Osa,Russia,Soviet Union,captured,https://i.postimg.cc/pXQz9HB6/67.png,"Trucks, Vehicles, and Jeeps"
9K33 Osa,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/9F6xPsMT/5547.png,"Trucks, Vehicles, and Jeeps"
9K33 Osa,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/wM1d9gZR/b8.png,"Trucks, Vehicles, and Jeeps"
9K33 Osa,Russia,Soviet Union,destroyed,https://i.postimg.cc/02qrVz7s/33f.png,"Trucks, Vehicles, and Jeeps"
9K33 Osa,Russia,Soviet Union,damaged,https://i.postimg.cc/PxkdsRX3/438.png,"Trucks, Vehicles, and Jeeps"
9K33 Osa,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/ncjkcdJN/589.png,"Trucks, Vehicles, and Jeeps"
9K333 Verba,Russia,Russia,captured,https://i.postimg.cc/J02KQvJG/4322.png,Man-Portable Air Defense Systems
9K35 Strela-10,Russia,Soviet Union,abandoned,https://i.postimg.cc/gcVRwKgk/v56.png,Surface-To-Air Missile Systems
9K35 Strela-10,Russia,Soviet Union,abandoned,https://i.postimg.cc/FKXqgKZj/n8.jpg,Surface-To-Air Missile Systems
9K35 Strela-10,Russia,Soviet Union,abandoned,https://i.postimg.cc/rmQmjFmn/542.png,Surface-To-Air Missile Systems
9K35 Strela-10,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/XqQbB43w/4436.png ,Surface-To-Air Missile Systems
9K35 Strela-10,Russia,Soviet Union,captured,https://i.postimg.cc/C5cvXW27/6656.png,Surface-To-Air Missile Systems
9K38 Igla,Ukraine,Soviet Union,captured,https://i.postimg.cc/DZQBPj2h/fs.png,Man-Portable Air Defense Systems
9K38 Igla,Russia,Soviet Union,captured,https://i.postimg.cc/bvKVcWVk/44433.png,Man-Portable Air Defense Systems
9K38 Igla,Russia,Soviet Union,captured,https://i.postimg.cc/HLgyxQ2D/v2.png,Man-Portable Air Defense Systems
9K38 Igla,Russia,Soviet Union,captured,https://i.postimg.cc/ZKxBCQvB/36.jpg,Man-Portable Air Defense Systems
9K38 Igla,Ukraine,Soviet Union,captured,https://i.postimg.cc/4xhpF2Yg/5549.png,Man-Portable Air Defense Systems
9M111 Fagot,Russia,Soviet Union,captured,https://i.postimg.cc/V6sZ4m3s/33d.jpg,Anti-Tank Guided Missiles
9M111 Fagot,Ukraine,Soviet Union,captured,https://i.postimg.cc/HWbWMccm/36.png,Anti-Tank Guided Missiles
9M111 Fagot,Russia,Soviet Union,captured,https://twitter.com/UAWeapons/status/1499400684747165696/photo/4 ,Anti-Tank Guided Missiles
9M111 Fagot,Ukraine,Soviet Union,captured,https://i.postimg.cc/SKTK2DpT/164.png,Anti-Tank Guided Missiles
9M111 Fagot,Russia,Soviet Union,captured,https://i.postimg.cc/h4mwkPMy/r21.png,Anti-Tank Guided Missiles
9M113 Konkurs,Russia,Soviet Union,captured,https://i.postimg.cc/W4N1CS83/v1.png,Anti-Tank Guided Missiles
9M113 Konkurs,Russia,Soviet Union,captured,https://i.postimg.cc/1RfB2NxM/347.png,Anti-Tank Guided Missiles
9M113 Konkurs,Russia,Soviet Union,captured,https://i.postimg.cc/ncLZMtrJ/g45.jpg,Anti-Tank Guided Missiles
9M113 Konkurs,Russia,Soviet Union,captured,https://i.postimg.cc/bJrQTfV9/874.png,Anti-Tank Guided Missiles
9M113 Konkurs,Russia,Soviet Union,captured,https://i.postimg.cc/sfc4VWKG/g54.png,Anti-Tank Guided Missiles
9M113 Konkurs,Russia,Soviet Union,captured,https://i.postimg.cc/2jXwxtBd/v98.png,Anti-Tank Guided Missiles
9M113 Konkurs,Ukraine,Soviet Union,captured,https://postimg.cc/xqXcSYBj ,Anti-Tank Guided Missiles
9M113 Konkurs,Russia,Soviet Union,captured,https://i.postimg.cc/L8cMyYT9/44f.jpg,Anti-Tank Guided Missiles
9M113 Konkurs,Russia,Soviet Union,captured,https://i.postimg.cc/V6sZ4m3s/33d.jpg,Anti-Tank Guided Missiles
9M113 Konkurs,Russia,Soviet Union,captured,https://i.postimg.cc/1tcPVmD9/4435.jpg,Anti-Tank Guided Missiles
9M113 Konkurs,Russia,Soviet Union,captured,https://i.postimg.cc/NFcMZCk0/55444.jpg,Anti-Tank Guided Missiles
9M113 Konkurs,Russia,Soviet Union,captured,https://i.postimg.cc/fT7PD9Wq/f16.png,Anti-Tank Guided Missiles
9M113 Konkurs,Russia,Soviet Union,captured,https://i.postimg.cc/cLxJ0xJS/f233.png,Anti-Tank Guided Missiles
9M113 Konkurs,Russia,Soviet Union,captured,https://i.postimg.cc/k4XpdWZb/665.jpg,Anti-Tank Guided Missiles
9M113 Konkurs,Ukraine,Soviet Union,captured,https://i.postimg.cc/QCLh1zYb/457.png,Anti-Tank Guided Missiles
9M113 Konkurs,Russia,Soviet Union,captured,https://i.postimg.cc/NjMRMZ82/fds.png,Anti-Tank Guided Missiles
9M113M Konkurs-M,Russia,Russia,captured,https://i.postimg.cc/R0sQ7kcf/79.png,Anti-Tank Guided Missiles
9M114 Kokon,Russia,Soviet Union,captured,https://i.postimg.cc/Qdw6LXPV/98u.png,Anti-Tank Guided Missiles
9P148 Konkurs ATGM carrier,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/8cpL1BtZ/k2.png,Armoured Fighting Vehicles
9P148 Konkurs ATGM carrier,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/JncbVdcy/k1.png,Armoured Fighting Vehicles
9P148 Konkurs ATGM carrier,Ukraine,Soviet Union,captured,https://i.postimg.cc/7PV70ZVz/4366.png,Armoured Fighting Vehicles
9P149 Shturm-S ATGM carrier,Russia,Soviet Union,destroyed,https://i.postimg.cc/FKPZs7Ws/874.png,Armoured Fighting Vehicles
9P149 Shturm-S ATGM carrier,Russia,Soviet Union,abandoned,https://i.postimg.cc/Qdw6LXPV/98u.png,Armoured Fighting Vehicles
9S18М1(-3) (for Buk-M3),Russia,Russia,destroyed,https://i.postimg.cc/1R8dSsf4/54fd.png,Radars
9T217 transloader (for 9K33 Osa),Russia,Soviet Union,destroyed,https://i.postimg.cc/bJq11m9D/4320.png,"Trucks, Vehicles, and Jeeps"
9T217 transloader (for 9K33 Osa),Russia,Soviet Union,captured,https://i.postimg.cc/J7XmSTvF/542g.png,"Trucks, Vehicles, and Jeeps"
9T452 transporter-loader (for BM-27 'Uragan' MRL),Russia,Soviet Union,destroyed,https://i.postimg.cc/QNzHJ4Yk/n2.png,"Trucks, Vehicles, and Jeeps"
9T452 transporter-loader (for BM-27 'Uragan' MRL),Ukraine,Soviet Union,destroyed,https://i.postimg.cc/SQd62jMf/37.png,"Trucks, Vehicles, and Jeeps"
9М131F Metis-M1,Russia,Russia,captured,https://i.postimg.cc/kMwP5WQ0/8k.png,Anti-Tank Guided Missiles
An-225,Ukraine,Ukraine,destroyed,https://i.postimg.cc/T31FmtcF/d60.png,Aircraft
An-26 transport aircraft,Russia,Soviet Union,destroyed,https://i.postimg.cc/R0ppMFNQ/448.png,Aircraft
An-26 transport aircraft,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/rmdB2PLQ/489.png,Aircraft
Armoured SUV,Russia,Russia,damaged,https://i.postimg.cc/JhV6T907/329.png,"Trucks, Vehicles, and Jeeps"
AT105A 'Saxon',Ukraine,United Kingdom,captured,https://i.postimg.cc/Y98MS8hs/344.png,Armoured Personnel Carriers
Barnaul-T 9С932-1 automated system for air defence units,Russia,Russia,captured,https://i.postimg.cc/7ZVjPfT2/3217.png,Communications Stations
Barnaul-T 9С932-1 automated system for air defence units,Russia,Russia,captured,https://i.postimg.cc/PqBBRwbf/557.png,Communications Stations
Barnaul-T 9С932-1 automated system for air defence units,Russia,Russia,abandoned,https://i.postimg.cc/fTrQXZpK/g2.jpg,Communications Stations
BAT-2 heavy engineering vehicle,Russia,Soviet Union,destroyed,https://i.postimg.cc/vmBPJS7W/5570.png,Engineering Vehicles
BAT-2 heavy engineering vehicle,Ukraine,Soviet Union,captured,https://i.postimg.cc/2yj5tTbn/bl.png,Engineering Vehicles
BMD-4M,Russia,Russia,captured,https://i.postimg.cc/rmQV5Mdk/7io.jpg,Infantry Fighting Vehicles
BMD-4M,Russia,Russia,destroyed,https://i.postimg.cc/gjmtWttx/548.png,Infantry Fighting Vehicles
BMD-4M,Russia,Russia,captured,https://i.postimg.cc/KctKcZ6s/f6.jpg,Infantry Fighting Vehicles
BMD-4M,Russia,Russia,captured,https://i.postimg.cc/xjPG7QK8/d136.png,Infantry Fighting Vehicles
BMD-4M,Russia,Russia,abandoned, https://i.postimg.cc/MZy05BrN/674.png ,Infantry Fighting Vehicles
BMD-4M,Russia,Russia,destroyed,https://i.postimg.cc/WpgjxFrw/356.png,Infantry Fighting Vehicles
BMD-4M,Russia,Russia,captured,https://i.postimg.cc/RVd7t2bw/58.png,Infantry Fighting Vehicles
BMD-4M,Russia,Russia,captured,https://i.postimg.cc/QdftqHCS/433.png,Infantry Fighting Vehicles
BMD-4M,Russia,Russia,captured,https://i.postimg.cc/9QLv6jFV/315.png,Infantry Fighting Vehicles
BMD-4M,Russia,Russia,captured,https://i.postimg.cc/yxpPqbzX/f44.png,Infantry Fighting Vehicles
BMD-4M,Russia,Russia,destroyed,https://i.postimg.cc/VkZh32ty/31d1.png,Infantry Fighting Vehicles
BMD-4M,Russia,Russia,destroyed,https://i.postimg.cc/HswQVXZx/4321.png,Infantry Fighting Vehicles
BMP-1 BM,Ukraine,Ukraine,destroyed,https://i.postimg.cc/gJRCW4yY/4133.png,Infantry Fighting Vehicles
BMP-1(P),Russia,Soviet Union,captured,https://i.postimg.cc/QM37RfjJ/Screenshot-9134.png,Infantry Fighting Vehicles
BMP-1(P),Russia,Soviet Union,destroyed,https://i.postimg.cc/zGvL43bp/553.png,Infantry Fighting Vehicles
BMP-1(P),Russia,Soviet Union,destroyed,https://i.postimg.cc/jjbzC407/79p.jpg,Infantry Fighting Vehicles
BMP-1(P),Russia,Soviet Union,destroyed,https://i.postimg.cc/Jh06DJ2r/f33.png,Infantry Fighting Vehicles
BMP-1(P),Ukraine,Soviet Union,captured,https://i.postimg.cc/d1x3ZrSF/b88.png,Infantry Fighting Vehicles
BMP-1(P),Ukraine,Soviet Union,captured,https://i.postimg.cc/jqNSKcG6/332.png,Infantry Fighting Vehicles
BMP-1(P),Ukraine,Soviet Union,destroyed,https://i.postimg.cc/W4X6yy25/443689.png,Infantry Fighting Vehicles
